Swiss food composition database – Generic foods V6.1 (28.03.2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyms,Category,Density,Matrix unit,"Energy, kilojoules (kJ)",Derivation of value,Source,"Energy, kilocalories (kcal)",Derivation of value,Source,"Fat, total (g)",Derivation of value,Source,"Fatty acids, saturated (g)",Derivation of value,Source,"Fatty acids, monounsaturated (g)",Derivation of value,Source,"Fatty acids, polyunsaturated (g)",Derivation of value,Source,Cholesterol (mg),Derivation of value,Source,"Carbohydrates, available (g)",Derivation of value,Source,Sugars (g),Derivation of value,Source,Starch (g),Derivation of value,Source,Dietary fibres (g),Derivation of value,Source,Protein (g),Derivation of value,Source,Salt (NaCl) (g),Derivation of value,Source,Alcohol (g),Derivation of value,Source,Wasser (g),Derivation of value,Source,"Vitamin A activity, RE (µg-RE)",Derivation of value,Source,"Vitamin A activity, RAE (µg-RE)",Derivation of value,Source,All-trans retinol equivalents (µg-RE),Derivation of value,Source,Beta- carotene activity (µg-BCE),Derivation of value,Source,Beta-carotene (µg),Derivation of value,Source,Vitamin B1 (thiamine) (mg),Derivation of value,Source,Vitamin B2 (riboflavin) (mg),Derivation of value,Source,Vitamin B6 (pyridoxine) (mg),Derivation of value,Source,Vitamin B12 (cobalamin) (µg),Derivation of value,Source,Niacin (mg),Derivation of value,Source,Folate (µg),Derivation of value,Source,Panthotenic acid (mg),Derivation of value,Source,Vitamin C (ascorbic acid) (mg),Derivation of value,Source,Vitamin D (calciferol) (µg),Derivation of value,Source,Vitamin E activity (mg-ATE),Derivation of value,Source,Potassium (K) (mg),Derivation of value,Source,Sodium (Na) (mg),Derivation of value,Source,Chloride (Cl) (mg),Derivation of value,Source,Calcium (Ca) (mg),Derivation of value,Source,Magnesium (Mg) (mg),Derivation of value,Source,Phosphorus (P) (mg),Derivation of value,Source,Iron (Fe) (mg),Derivation of value,Source,Iodide (I) (µg),Derivation of value,Source,Zinc (Zn) (mg),Derivation of value,Source,Selenium (Se) (µg),Derivation of value,Source,Record has changed
784,4734,1001436,Salami Farmer style,,Sausages and cold meats/Raw sausage products,,per 100g edible portion,2200,Automated calculation,,532,Automated calculation,,49.5,Calculation on the basis of ingredients,,18.7,Calculation on the basis of ingredients,,23.2,Calculation on the basis of ingredients,,5.2,Calculation on the basis of ingredients,,84,Calculation on the basis of ingredients,,0.8,Calculation on the basis of ingredients,,0.8,Calculation on the basis of ingredients,,n.d.,,,0,Calculation on the basis of ingredients,,20.6,Calculation on the basis of ingredients,,3.9,Automated calculation,,0.1,Calculation on the basis of ingredients,,28.9,Automated calculation,,7,Automated calculation,,7,Automated calculation,,7,Calculation on the basis of ingredients,,4,Calculation on the basis of ingredients,,4,Calculation on the basis of ingredients,,0.55,Calculation on the basis of ingredients,,0.24,Calculation on the basis of ingredients,,0.33,Calculation on the basis of ingredients,,3.03,Calculation on the basis of ingredients,,5.84,Calculation on the basis of ingredients,,2.8,Calculation on the basis of ingredients,,0.55,Calculation on the basis of ingredients,,70.5,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.77,Calculation on the basis of ingredients,,340,Calculation on the basis of ingredients,,1580,Calculation on the basis of ingredients,,2330,Calculation on the basis of ingredients,,5.1,Calculation on the basis of ingredients,,22,Calculation on the basis of ingredients,,170,Calculation on the basis of ingredients,,1.4,Calculation on the basis of ingredients,,0.9,Calculation on the basis of ingredients,,2.7,Calculation on the basis of ingredients,,n.d.,,,Ja
1091,3799,,Salami Nostrano type,,Sausages and cold meats/Raw sausage products,,per 100g edible portion,1520,Automated calculation,,367,Automated calculation,,30.1,-,1032,11.3,-,1032,13.4,-,1032,2.7,-,1032,84,-,1032,tr.,-,1032,tr.,-,1032,0,Estimation,1003,0,Estimation,1003,24.1,-,1032,3.9,Automated calculation,,0,Estimation,1003,40.2,-,1032,1,Automated calculation,,0,Automated calculation,,tr.,-,1003,5,Estimation,,5,Estimation,,0.55,-,1032,0.18,-,1032,0.31,-,1032,1.2,-,1032,7.3,-,1032,2.5,Estimation,,1,-,1032,18.6,-,1032,1.7,-,1032,tr.,-,1032,390,-,1032,1560,-,1032,2550,-,1032,tr.,-,1032,18,-,1032,200,-,1032,1.3,-,1032,0.8,Estimation,,3,-,1032,13,-,1032,Nein
13354,,,"Salmon, cultured, filet, steamed (without addition of fat and salt)",,Fish/Sea fish,,per 100g edible portion,1040,Automated calculation,,250,Automated calculation,,16.8,Calculation on the basis of ingredients,,2.8,Calculation on the basis of ingredients,,6.1,Calculation on the basis of ingredients,,3.1,Calculation on the basis of ingredients,,83,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,24.9,Calculation on the basis of ingredients,,0.2,Automated calculation,,0,Calculation on the basis of ingredients,,58.4,Automated calculation,,14,Automated calculation,,14,Automated calculation,,14,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,0.12,Calculation on the basis of ingredients,,0.44,Calculation on the basis of ingredients,,6.9,Calculation on the basis of ingredients,,7.18,Calculation on the basis of ingredients,,11.4,Calculation on the basis of ingredients,,1.75,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,7.3,Calculation on the basis of ingredients,,1.23,Calculation on the basis of ingredients,,410,Calculation on the basis of ingredients,,61,Calculation on the basis of ingredients,,n.d.,,,15,Calculation on the basis of ingredients,,30,Calculation on the basis of ingredients,,260,Calculation on the basis of ingredients,,0.4,Calculation on the basis of ingredients,,49,Calculation on the basis of ingredients,,0.5,Calculation on the basis of ingredients,,n.d.,,,Ja
194,3642,831003,"Salmon, cultured, raw",,Fish/Sea fish,,per 100g edible portion,834,Automated calculation,,200,Automated calculation,,13.4,-,155,2.2,-,155,4.9,-,155,2.5,-,155,66,-,155,0,-,155,0,-,155,0,Estimation,51,0,-,155,19.9,-,155,0.1,Automated calculation,,0,Estimation,51,67,-,155,11,Automated calculation,,11,Automated calculation,,11,-,155,0,Estimation,51,0,-,155,0.21,-,155,0.14,-,155,0.5,-,155,6.9,-,155,8.2,-,155,13,-,155,2,-,145,1,-,155,8.3,-,155;996;999,1.4,-,155,440,-,155,57,-,155,n.d.,,,12,-,155,28,-,155,250,-,155,0.4,-,155,44,-,88,0.4,-,155,n.d.,,,Nein
193,3580,831001,"Salmon, smoked",,Fish/Sea fish,,per 100g edible portion,698,Automated calculation,,167,Automated calculation,,8.2,-,155,1.8,-,155,2.7,-,155,2.7,-,155,50,-,155,0,-,155,0,-,155,0,Estimation,51,0,-,155,23.2,-,155,4.1,Automated calculation,,0,Estimation,51,62.5,-,88,7,Automated calculation,,7,Automated calculation,,7,-,155,0,Estimation,51,0,-,155,0.25,-,155,0.16,-,155,0.64,-,155,4.3,-,155,8.7,-,155,3,-,155,0.71,-,145,0,-,155,6.3,-,61;155;994;998;999,1.8,-,155,410,-,155,1660,-,155,n.d.,,,10,-,155,27,-,155,310,-,155,0,-,155,56,-,88,0.4,-,155,n.d.,,,Nein
210,3641,832002,"Salmon, wild, raw",,Fish/Sea fish,,per 100g edible portion,760,Automated calculation,,182,Automated calculation,,11.5,-,155,1.8,-,155,4.4,-,155,1.9,-,155,50,-,155,0,-,155,0,-,155,0,Estimation,51,0,-,155,19.7,-,155,0.2,Automated calculation,,0,Estimation,51,65,-,155,0,Automated calculation,,0,Automated calculation,,0,-,155,0,Estimation,51,0,-,155,0.2,-,155,0.15,-,155,0.6,-,155,6.9,-,155,7,-,155,13,-,155,2,-,145,0,-,155,8.4,-,155;999,1.3,-,155,480,-,155,63,-,155,n.d.,,,8,-,155,30,-,155,260,-,155,0.4,-,155,53,-,88,0.4,-,155,n.d.,,,Nein
1089,3694,,Salsiz sausage,,Sausages and cold meats/Raw sausage products,,per 100g edible portion,1720,Automated calculation,,415,Automated calculation,,34.9,-,1032,13.6,-,1032,15.7,-,1032,3,-,1032,80,-,1032,tr.,-,1032,tr.,-,1032,0,Estimation,1003,0,Estimation,1003,25.2,-,1032,3.9,Automated calculation,,0,Estimation,1003,34.4,-,1032,0,Automated calculation,,0,Automated calculation,,tr.,-,1003,n.d.,,,n.d.,,,0.42,-,1032,0.15,-,1032,0.34,-,1032,1.7,-,1032,6.9,-,1032,n.d.,,,0.9,-,1032,7,-,1032,1.1,-,1032,tr.,-,1032,400,-,1032,1540,-,1032,2520,-,1032,16,-,1032,15,-,1032,150,-,1032,2.2,-,1032,n.d.,,,4,-,1032,12,-,1032,Nein
1687,,,"Saltimbocca, pan fried in rapeseed oil HOLL",,Meat and offal/Veal,,per 100g edible portion,962,Automated calculation,,230,Automated calculation,,12.1,Calculation on the basis of ingredients,,2.1,Calculation on the basis of ingredients,,7.6,Calculation on the basis of ingredients,,1.3,Calculation on the basis of ingredients,,85,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,30.2,Calculation on the basis of ingredients,,1.7,Automated calculation,,0,Calculation on the basis of ingredients,,57.6,Automated calculation,,11,Automated calculation,,8,Automated calculation,,6,Calculation on the basis of ingredients,,29,Calculation on the basis of ingredients,,26,Calculation on the basis of ingredients,,0.21,Calculation on the basis of ingredients,,0.29,Calculation on the basis of ingredients,,0.29,Calculation on the basis of ingredients,,0.85,Calculation on the basis of ingredients,,9.53,Calculation on the basis of ingredients,,12.4,Calculation on the basis of ingredients,,1.19,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0.67,Calculation on the basis of ingredients,,340,Calculation on the basis of ingredients,,670,Calculation on the basis of ingredients,,1130,Calculation on the basis of ingredients,,9.1,Calculation on the basis of ingredients,,30,Calculation on the basis of ingredients,,250,Calculation on the basis of ingredients,,3,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,3.1,Calculation on the basis of ingredients,,n.d.,,,Ja
10562,,,"Samosa, deep-fried",,Prepared dishes/Asian dishes,,per 100g edible portion,1540,Automated calculation,,369,Automated calculation,,23.5,Calculation on the basis of ingredients,,4.8,Calculation on the basis of ingredients,,12.5,Calculation on the basis of ingredients,,4.5,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,31.3,Calculation on the basis of ingredients,,2.4,Calculation on the basis of ingredients,,28.5,Calculation on the basis of ingredients,,3.4,Calculation on the basis of ingredients,,6.3,Calculation on the basis of ingredients,,0.8,Automated calculation,,0,Calculation on the basis of ingredients,,35.9,Automated calculation,,153,Automated calculation,,137,Automated calculation,,121,Calculation on the basis of ingredients,,190,Calculation on the basis of ingredients,,180,Calculation on the basis of ingredients,,0.19,Calculation on the basis of ingredients,,0.06,Calculation on the basis of ingredients,,0.14,Calculation on the basis of ingredients,,0.02,Calculation on the basis of ingredients,,1.14,Calculation on the basis of ingredients,,21.3,Calculation on the basis of ingredients,,0.38,Calculation on the basis of ingredients,,8.8,Calculation on the basis of ingredients,,0.8,Calculation on the basis of ingredients,,4.36,Calculation on the basis of ingredients,,240,Calculation on the basis of ingredients,,340,Calculation on the basis of ingredients,,540,Calculation on the basis of ingredients,,17,Calculation on the basis of ingredients,,26,Calculation on the basis of ingredients,,92,Calculation on the basis of ingredients,,1.1,Calculation on the basis of ingredients,,3,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,n.d.,,,Ja
1551,,,Sandwich (baguette bread) with cold cuts,,Prepared dishes/Sandwiches,,per 100g edible portion,666,Automated calculation,,159,Automated calculation,,7.2,Calculation on the basis of ingredients,,2,Calculation on the basis of ingredients,,2.7,Calculation on the basis of ingredients,,2.1,Calculation on the basis of ingredients,,14,Calculation on the basis of ingredients,,17.3,Calculation on the basis of ingredients,,2.1,Calculation on the basis of ingredients,,15.1,Calculation on the basis of ingredients,,1.5,Calculation on the basis of ingredients,,5.4,Calculation on the basis of ingredients,,0.8,Automated calculation,,0,Calculation on the basis of ingredients,,68.7,Automated calculation,,36,Automated calculation,,19,Automated calculation,,1,Calculation on the basis of ingredients,,214,Calculation on the basis of ingredients,,198,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0.05,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,0.16,Calculation on the basis of ingredients,,0.82,Calculation on the basis of ingredients,,14.7,Calculation on the basis of ingredients,,0.27,Calculation on the basis of ingredients,,10.7,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,1.92,Calculation on the basis of ingredients,,150,Calculation on the basis of ingredients,,330,Calculation on the basis of ingredients,,510,Calculation on the basis of ingredients,,15,Calculation on the basis of ingredients,,13,Calculation on the basis of ingredients,,62,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,1.9,Calculation on the basis of ingredients,,0.5,Calculation on the basis of ingredients,,n.d.,,,Nein
1553,,,Sandwich (baguette bread) with dried meat,,Prepared dishes/Sandwiches,,per 100g edible portion,593,Automated calculation,,141,Automated calculation,,3.9,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,1.1,Calculation on the basis of ingredients,,1.8,Calculation on the basis of ingredients,,14,Calculation on the basis of ingredients,,18.4,Calculation on the basis of ingredients,,2.1,Calculation on the basis of ingredients,,16.1,Calculation on the basis of ingredients,,1.7,Calculation on the basis of ingredients,,7.2,Calculation on the basis of ingredients,,1.2,Automated calculation,,0,Calculation on the basis of ingredients,,69,Automated calculation,,33,Automated calculation,,17,Automated calculation,,1,Calculation on the basis of ingredients,,194,Calculation on the basis of ingredients,,187,Calculation on the basis of ingredients,,0.07,Calculation on the basis of ingredients,,0.05,Calculation on the basis of ingredients,,0.13,Calculation on the basis of ingredients,,0.17,Calculation on the basis of ingredients,,1.4,Calculation on the basis of ingredients,,14.3,Calculation on the basis of ingredients,,0.3,Calculation on the basis of ingredients,,6.6,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,2.01,Calculation on the basis of ingredients,,200,Calculation on the basis of ingredients,,500,Calculation on the basis of ingredients,,610,Calculation on the basis of ingredients,,15,Calculation on the basis of ingredients,,16,Calculation on the basis of ingredients,,73,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,1.3,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,n.d.,,,Nein
1557,,,Sandwich (baguette bread) with ham,,Prepared dishes/Sandwiches,,per 100g edible portion,551,Automated calculation,,131,Automated calculation,,3.7,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,1.1,Calculation on the basis of ingredients,,1.7,Calculation on the basis of ingredients,,12,Calculation on the basis of ingredients,,17.4,Calculation on the basis of ingredients,,2.1,Calculation on the basis of ingredients,,15.1,Calculation on the basis of ingredients,,1.6,Calculation on the basis of ingredients,,6.3,Calculation on the basis of ingredients,,1.2,Automated calculation,,0,Calculation on the basis of ingredients,,71.3,Automated calculation,,31,Automated calculation,,16,Automated calculation,,1,Calculation on the basis of ingredients,,182,Calculation on the basis of ingredients,,176,Calculation on the basis of ingredients,,0.15,Calculation on the basis of ingredients,,0.06,Calculation on the basis of ingredients,,0.13,Calculation on the basis of ingredients,,0.02,Calculation on the basis of ingredients,,1.31,Calculation on the basis of ingredients,,13.8,Calculation on the basis of ingredients,,0.28,Calculation on the basis of ingredients,,15.2,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,1.91,Calculation on the basis of ingredients,,190,Calculation on the basis of ingredients,,460,Calculation on the basis of ingredients,,520,Calculation on the basis of ingredients,,16,Calculation on the basis of ingredients,,15,Calculation on the basis of ingredients,,88,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,1.8,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,n.d.,,,Nein
1505,,,Sandwich (baguette bread) with luncheon meat,,Prepared dishes/Sandwiches,,per 100g edible portion,922,Automated calculation,,220,Automated calculation,,9.4,Calculation on the basis of ingredients,,2.2,Calculation on the basis of ingredients,,3.3,Calculation on the basis of ingredients,,3.2,Calculation on the basis of ingredients,,87,Calculation on the basis of ingredients,,25.1,Calculation on the basis of ingredients,,1.1,Calculation on the basis of ingredients,,23.7,Calculation on the basis of ingredients,,1.6,Calculation on the basis of ingredients,,7.9,Calculation on the basis of ingredients,,1.2,Automated calculation,,0,Calculation on the basis of ingredients,,56.3,Automated calculation,,39,Automated calculation,,31,Automated calculation,,24,Calculation on the basis of ingredients,,90,Calculation on the basis of ingredients,,84,Calculation on the basis of ingredients,,0.11,Calculation on the basis of ingredients,,0.08,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,0.26,Calculation on the basis of ingredients,,0.79,Calculation on the basis of ingredients,,19,Calculation on the basis of ingredients,,0.54,Calculation on the basis of ingredients,,8.9,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,2.83,Calculation on the basis of ingredients,,140,Calculation on the basis of ingredients,,460,Calculation on the basis of ingredients,,680,Calculation on the basis of ingredients,,18,Calculation on the basis of ingredients,,15,Calculation on the basis of ingredients,,99,Calculation on the basis of ingredients,,0.9,Calculation on the basis of ingredients,,6.1,Calculation on the basis of ingredients,,0.8,Calculation on the basis of ingredients,,n.d.,,,Nein
1561,,,Sandwich (baguette bread) with mozzarella,,Prepared dishes/Sandwiches,,per 100g edible portion,685,Automated calculation,,163,Automated calculation,,6.2,Calculation on the basis of ingredients,,1.9,Calculation on the basis of ingredients,,1.7,Calculation on the basis of ingredients,,2.2,Calculation on the basis of ingredients,,12,Calculation on the basis of ingredients,,20.1,Calculation on the basis of ingredients,,1.4,Calculation on the basis of ingredients,,18.5,Calculation on the basis of ingredients,,1.7,Calculation on the basis of ingredients,,5.9,Calculation on the basis of ingredients,,1,Automated calculation,,0,Calculation on the basis of ingredients,,66.4,Automated calculation,,60,Automated calculation,,40,Automated calculation,,21,Calculation on the basis of ingredients,,237,Calculation on the basis of ingredients,,229,Calculation on the basis of ingredients,,0.06,Calculation on the basis of ingredients,,0.06,Calculation on the basis of ingredients,,0.07,Calculation on the basis of ingredients,,0.18,Calculation on the basis of ingredients,,0.48,Calculation on the basis of ingredients,,17,Calculation on the basis of ingredients,,0.21,Calculation on the basis of ingredients,,6.5,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,2.32,Calculation on the basis of ingredients,,140,Calculation on the basis of ingredients,,410,Calculation on the basis of ingredients,,490,Calculation on the basis of ingredients,,50,Calculation on the basis of ingredients,,14,Calculation on the basis of ingredients,,80,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,1.8,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,n.d.,,,Nein
